epoch,best
0,1.8240473042753786
1,0.18946197839976492
2,0.18946197839976492
3,0.18946197839976492
4,0.18946197839976492
5,0.18946197839976492
6,0.18946197839976492
7,0.18946197839976492
8,0.18946197839976492
9,0.18946197839976492
10,0.18946197839976492
11,0.18946197839976492
12,0.18946197839976492
13,0.18946197839976492
14,0.18946197839976492
15,0.18946197839976492
16,0.18946197839976492
17,0.18946197839976492
18,0.18946197839976492
19,0.18946197839976492
20,0.18946197839976492
21,0.18946197839976492
22,0.18946197839976492
