epoch,best
0,0.2831038147708845
1,0.019224990839565692
2,0.019224990839565692
3,0.019224990839565692
4,0.019224990839565692
5,0.019224990839565692
6,0.019224990839565692
7,0.019224990839565692
8,0.019224990839565692
9,0.019224990839565692
10,0.019224990839565692
11,0.019224990839565692
12,0.019224990839565692
13,0.019224990839565692
14,0.019224990839565692
15,0.019224990839565692
16,0.019224990839565692
17,0.019224990839565692
18,0.019224990839565692
19,0.019224990839565692
20,0.019224990839565692
21,0.019224990839565692
22,0.019224990839565692
23,0.019224990839565692
24,0.019224990839565692
25,0.019224990839565692
26,0.019224990839565692
27,0.019224990839565692
28,0.019224990839565692
29,0.019224990839565692
30,0.019224990839565692
31,0.008942316775687896
32,0.005506561730947398
33,0.005506561730947398
34,0.005506561730947398
35,0.005506561730947398
36,0.005506561730947398
37,0.005506561730947398
38,0.005506561730947398
39,0.005506561730947398
40,0.005506561730947398
41,0.005506561730947398
42,0.005506561730947398
43,0.005506561730947398
44,0.005506561730947398
45,0.005506561730947398
46,0.005506561730947398
47,0.005506561730947398
48,0.005506561730947398
49,0.005506561730947398
50,0.005506561730947398
51,0.005506561730947398
52,0.005506561730947398
53,0.005506561730947398
54,0.005506561730947398
55,0.005506561730947398
56,0.005506561730947398
57,0.005506561730947398
58,0.005506561730947398
59,0.005506561730947398
60,0.005506561730947398
61,0.005506561730947398
62,0.005506561730947398
63,0.005506561730947398
64,0.005506561730947398
65,0.005506561730947398
66,0.005506561730947398
67,0.005506561730947398
68,0.005506561730947398
69,0.005506561730947398
70,0.005506561730947398
71,0.005506561730947398
72,0.005506561730947398
73,0.005506561730947398
74,0.005506561730947398
75,0.005506561730947398
76,0.005506561730947398
77,0.005506561730947398
78,0.005506561730947398
79,0.005506561730947398
80,0.005506561730947398
81,0.005506561730947398
82,0.005506561730947398
83,0.005506561730947398
84,0.005506561730947398
85,0.005506561730947398
86,0.005506561730947398
87,0.005506561730947398
88,0.005506561730947398
89,0.005506561730947398
90,0.005506561730947398
91,0.005506561730947398
92,0.005506561730947398
93,0.005506561730947398
94,0.005506561730947398
95,0.005506561730947398
96,0.005506561730947398
97,0.005506561730947398
98,0.005506561730947398
99,0.005506561730947398
100,0.005506561730947398
101,0.005506561730947398
102,0.005506561730947398
103,0.005506561730947398
104,0.005506561730947398
105,0.005506561730947398
106,0.005506561730947398
107,0.005506561730947398
108,0.005506561730947398
109,0.005506561730947398
110,0.005506561730947398
111,0.005506561730947398
112,0.005506561730947398
113,0.005506561730947398
114,0.005506561730947398
115,0.005506561730947398
116,0.005506561730947398
117,0.005506561730947398
118,0.005506561730947398
119,0.005506561730947398
